32.380439,-86.301081
32.36026,-86.213785
32.372911,-86.350775
32.327614,-86.250372
32.384192,-86.264161
32.327819,-86.2996
32.38156,-86.20571
32.363724,-86.268592
32.352165,-86.262668
32.366149,-86.138623
32.35724,-86.13389
32.37,-86.140591
32.308516,-86.388668
32.375899,-86.323276
32.364959,-86.215861
32.360523,-86.159963
33.571156,-86.519605
33.56993,-86.520255
31.127707,-88.01067
34.745578,-87.667665
33.240008,-87.594453
33.954969,-86.46668
32.620433,-85.40504
32.6121,-85.402827
31.280093,-86.249957
30.266941,-87.605542
30.291592,-87.628931
30.267718,-87.597245
33.598964,-85.832328
33.609305,-85.784184
33.608696,-85.78204
31.447987,-85.658028
31.445222,-85.650719
33.335795,-86.783305
33.332095,-86.789177
33.579846,-86.277782
33.611058,-86.280556
30.994045,-87.619931
32.480153,-85.032719
32.465516,-85.025247
32.460055,-86.422299
32.459009,-86.41938
32.460378,-86.41689
32.460204,-86.408206
32.538785,-86.492238
32.45869,-86.397168
30.74437,-88.110533
33.976457,-86.053934
34.496723,-85.851914
30.537932,-87.709026
30.543955,-87.708805
30.532023,-87.710416
34.515092,-87.717787
30.814498,-88.071181
30.802801,-88.108874
30.895624,-88.124832
30.801582,-88.101194
30.837127,-88.141923
30.802085,-88.103309
30.871033,-88.046688
34.668248,-86.009465
34.668443,-86.005791
32.430796,-87.035068
